file,n,family_distr,omp,method,y,rho,time,dev,hw,hw_perc,UnSolved,d
instance_n50_d3_2.csv,50,symmetric,halfcentdian,saa,[4.71433729 4.30610503 4.37190215],669.1905225,137.7969964,0,0.084149261,0.012574784,0,3
instance_n50_d3_2.csv,50,mixed,median,saa,[4.80325033 4.15020629 4.24065409],1259.56579,139.8843989,0,0.145432173,0.011546215,0,3
instance_n50_d3_2.csv,50,mixed,center,saa,[4.93650378 5.23336587 6.02617767],62.58740593,75.07145071,0,0.038710766,0.061850728,0,3
instance_n50_d3_2.csv,50,mixed,halfsum,saa,[4.34645293 4.23511318 4.03232773],954.4321814,124.1125801,0,0.141729059,0.014849568,0,3
instance_n50_d3_2.csv,50,mixed,halfcentdian,saa,[4.71647825 4.29632141 4.38961248],669.0179804,149.4259171,0,0.073596305,0.011000647,0,3
instance_n50_d3_3.csv,50,symmetric,median,saa,[4.30535861 4.19814356 4.41988809],1420.286055,136.0999496,0,0.18584725,0.013085199,0,3
instance_n50_d3_3.csv,50,symmetric,center,saa,[4.94764418 5.44538663 4.59428956],58.92493881,71.14570522,0,0.038833371,0.065903116,0,3
instance_n50_d3_3.csv,50,symmetric,halfsum,saa,[4.79837885 4.32260353 4.80093208],1037.599291,112.4984701,0,0.15318183,0.014763101,0,3
instance_n50_d3_3.csv,50,symmetric,halfcentdian,saa,[4.46040515 4.26622188 4.54108854],743.3839596,145.103241,0,0.093301688,0.012550942,0,3
instance_n50_d3_3.csv,50,mixed,median,saa,[4.28284106 4.18716324 4.42623615],1420.79607,133.8282151,0,0.151853166,0.010687893,0,3
instance_n50_d3_3.csv,50,mixed,center,saa,[4.94813654 5.45167332 4.59855959],58.91540495,75.11131024,0,0.042480506,0.072104242,0,3
instance_n50_d3_3.csv,50,mixed,halfsum,saa,[4.77622965 4.30176345 4.77701969],1038.722986,109.3895569,0,0.132162534,0.012723559,0,3
instance_n50_d3_3.csv,50,mixed,halfcentdian,saa,[4.43882178 4.25601354 4.5459484 ],743.7247778,155.8279281,0,0.074725144,0.010047419,0,3
instance_n50_d3_4.csv,50,symmetric,median,saa,[4.35548037 5.23996817 4.72204681],1444.989062,129.2310243,0,0.147494376,0.010207301,0,3
instance_n50_d3_4.csv,50,symmetric,center,saa,[4.12771191 4.86616798 4.62270283],52.85324068,82.65669942,0,0.032957221,0.062356103,0,3
instance_n50_d3_4.csv,50,symmetric,halfsum,saa,[4.39894609 5.33582077 4.81753593],1029.680658,168.6703336,0,0.135632007,0.01317224,0,3
instance_n50_d3_4.csv,50,symmetric,halfcentdian,saa,[4.32410796 5.02367071 4.63200386],750.5076302,204.6802621,0,0.082080507,0.010936665,0,3
instance_n50_d3_4.csv,50,mixed,median,saa,[4.35847739 5.24479542 4.72848691],1444.63436,143.2325609,0,0.125696568,0.008700926,0,3
instance_n50_d3_4.csv,50,mixed,center,saa,[4.17470295 4.86305665 4.638032  ],52.86626892,85.2587707,0,0.028765612,0.054412033,0,3
instance_n50_d3_4.csv,50,mixed,halfsum,saa,[4.39542912 5.34686098 4.82359282],1029.315125,116.8801398,0,0.11976109,0.011635027,0,3
instance_n50_d3_4.csv,50,mixed,halfcentdian,saa,[4.32802283 5.02849472 4.63783129],750.3239951,149.6170273,0,0.065569218,0.008738787,0,3
instance_n50_d3_5.csv,50,symmetric,median,saa,[4.60744332 5.72676761 5.83119311],1600.576993,133.5756319,0,0.194385279,0.0121447,0,3
instance_n50_d3_5.csv,50,symmetric,center,saa,[5.72535012 5.55325752 5.72963672],68.301056,89.05892015,0,0.039188032,0.057375441,0,3
instance_n50_d3_5.csv,50,symmetric,halfsum,saa,[4.81863276 4.85757792 5.65354427],1192.284262,139.3165903,0,0.147533694,0.012374037,0,3
instance_n50_d3_5.csv,50,symmetric,halfcentdian,saa,[4.75438963 5.78622576 5.881331  ],837.5171849,198.7288525,0,0.105934341,0.012648617,0,3
instance_n50_d3_5.csv,50,mixed,median,saa,[4.61569446 5.72682784 5.82755925],1601.687628,146.9010389,0,0.160630493,0.010028828,0,3
instance_n50_d3_5.csv,50,mixed,center,saa,[5.72085864 5.58976691 5.72144965],68.17335865,83.85802412,0,0.043890428,0.064380616,0,3
instance_n50_d3_5.csv,50,mixed,halfsum,saa,[4.83414893 4.85454884 5.65206376],1192.876091,118.7447603,0,0.148911637,0.012483412,0,3
instance_n50_d3_5.csv,50,mixed,halfcentdian,saa,[4.76659921 5.80076186 5.89161283],838.0276624,171.135282,0,0.093535125,0.011161341,0,3
instance_n50_d5_1.csv,50,symmetric,median,saa,[4.36922778 4.03335548 5.31744763 4.86827506 4.75102524],1774.723404,245.5189424,0,0.318808599,0.017963847,0,5
instance_n50_d5_1.csv,50,symmetric,center,saa,[3.01600467 4.38803697 4.50757581 4.7290234  4.24608231],74.25942887,124.6588364,0,0.071616654,0.096441159,0,5
instance_n50_d5_1.csv,50,symmetric,halfsum,saa,[4.37248665 3.73118038 5.73563776 5.13188141 4.7961868 ],1279.099514,234.1042902,0,0.328460041,0.025679006,0,5
instance_n50_d5_1.csv,50,symmetric,halfcentdian,saa,[4.24843855 4.11108678 5.27844977 4.83173338 4.75812642],928.0860733,409.8560364,0,0.17720554,0.019093654,0,5
instance_n50_d5_1.csv,50,mixed,median,saa,[4.364911   4.04663597 5.31938283 4.85915629 4.78760887],1773.962665,222.008661,0,0.264850739,0.014929894,0,5
instance_n50_d5_1.csv,50,mixed,center,saa,[2.97578116 4.35679142 4.25757985 4.58234144 4.45130672],74.0557697,117.6021385,0,0.045444433,0.061365149,0,5
instance_n50_d5_1.csv,50,mixed,halfsum,saa,[4.36732172 3.88670291 5.69959757 5.11107767 4.81421079],1278.16854,197.3151741,0,0.254427824,0.019905655,0,5
instance_n50_d5_1.csv,50,mixed,halfcentdian,saa,[4.24575026 4.14013535 5.28094374 4.79583187 4.79874816],927.9726524,273.2406673,0,0.140714742,0.015163673,0,5
instance_n50_d5_2.csv,50,symmetric,median,saa,[4.62751098 4.23419578 4.21261165 4.14663025 4.01441332],1695.401216,217.3737366,0,0.252565372,0.014897086,0,5
instance_n50_d5_2.csv,50,symmetric,center,saa,[4.83785886 5.24012633 6.05875308 4.52609342 5.25199353],82.58343883,111.551362,0,0.060565997,0.073339156,0,5
instance_n50_d5_2.csv,50,symmetric,halfsum,saa,[4.80628082 4.1086228  4.02939311 4.0483318  3.97046175],1252.927092,219.5456517,0,0.263860867,0.021059555,0,5
instance_n50_d5_2.csv,50,symmetric,halfcentdian,saa,[4.65023372 4.37768775 4.33738855 4.06168043 3.94020817],892.1178291,520.2142429,0,0.150630799,0.01688463,0,5
instance_n50_d5_2.csv,50,mixed,median,saa,[4.62776527 4.24443076 4.19914827 4.14999164 3.997867  ],1696.911983,186.58831,0,0.260580696,0.01535617,0,5
instance_n50_d5_2.csv,50,mixed,center,saa,[4.89085683 5.21773367 5.96563691 4.42808013 5.26619297],82.87431125,127.3115158,0,0.056872687,0.068625231,0,5
instance_n50_d5_2.csv,50,mixed,halfsum,saa,[4.77928636 4.07216702 4.03318831 4.04740301 3.92176135],1253.558476,210.1253753,0,0.229625425,0.018317887,0,5
instance_n50_d5_2.csv,50,mixed,halfcentdian,saa,[4.67433351 4.38730084 4.31385464 4.05613988 3.92575825],892.889671,410.5349116,0,0.137638164,0.015414913,0,5
instance_n50_d5_3.csv,50,symmetric,median,saa,[4.40842949 4.30635994 4.46345236 4.36126943 4.827952  ],1882.62374,198.872999,0,0.305025616,0.016202155,0,5
instance_n50_d5_3.csv,50,symmetric,center,saa,[5.20408131 4.86103279 4.12439071 5.87611166 4.35798261],70.96722672,118.6904352,0,0.068363971,0.09633175,0,5
instance_n50_d5_3.csv,50,symmetric,halfsum,saa,[4.89711964 4.45527864 4.9211083  4.25949684 4.82297295],1356.076167,202.3946517,0,0.266813785,0.019675428,0,5
instance_n50_d5_3.csv,50,symmetric,halfcentdian,saa,[4.55056684 4.36321457 4.56689314 4.46923476 4.74864409],982.3471521,250.002584,0,0.165868715,0.016884939,0,5
instance_n50_d5_3.csv,50,mixed,median,saa,[4.39738472 4.30720362 4.45392754 4.35494253 4.83273122],1881.652212,191.1525619,0,0.269871627,0.014342269,0,5
instance_n50_d5_3.csv,50,mixed,center,saa,[5.18624226 4.87356159 4.14038222 5.85918135 4.36363104],71.07900153,120.0276732,0,0.056997068,0.080188336,0,5
instance_n50_d5_3.csv,50,mixed,halfsum,saa,[4.89292877 4.43325353 4.94046572 4.2433141  4.82050369],1354.616054,179.253459,0,0.257325081,0.018996164,0,5
instance_n50_d5_3.csv,50,mixed,halfcentdian,saa,[4.53987127 4.3630683  4.55807028 4.46330812 4.7534649 ],981.9482509,217.0117867,0,0.140612281,0.014319724,0,5
instance_n50_d5_4.csv,50,symmetric,median,saa,[4.31296171 5.38888146 4.71116356 5.07044834 5.31977849],1965.511723,342.082371,0,0.311343878,0.015840347,0,5
instance_n50_d5_4.csv,50,symmetric,center,saa,[4.59742731 4.77177745 4.714466   6.44532372 5.49818927],72.74432033,162.1976061,0,0.0792126,0.1088918,0,5
instance_n50_d5_4.csv,50,symmetric,halfsum,saa,[4.15737868 5.34219575 4.56868142 4.86906799 4.89289313],1384.674828,216.8094583,0,0.262904979,0.018986767,0,5
instance_n50_d5_4.csv,50,symmetric,halfcentdian,saa,[4.27415289 5.21090771 4.65944176 5.20514003 5.44839518],1024.019159,444.403923,0,0.165783062,0.016189449,0,5
instance_n50_d5_4.csv,50,mixed,median,saa,[4.31318372 5.39340649 4.73586834 5.05919803 5.32137742],1974.02004,290.1360922,0,0.259991516,0.013170662,0,5
instance_n50_d5_4.csv,50,mixed,center,saa,[4.57041436 4.82980402 4.65397944 6.45576058 5.53448936],72.86432779,160.121731,0,0.067486805,0.092619814,0,5
instance_n50_d5_4.csv,50,mixed,halfsum,saa,[4.2313065  5.36982876 4.49440546 4.7776982  4.94518172],1391.081592,191.2737637,0,0.267338543,0.019218035,0,5
instance_n50_d5_4.csv,50,mixed,halfcentdian,saa,[4.27388436 5.21485975 4.6823424  5.1949709  5.4497289 ],1028.35454,312.115907,0,0.151727153,0.014754362,0,5
instance_n50_d5_5.csv,50,symmetric,median,saa,[4.48408501 5.5861963  5.82721132 5.66001314 5.32601306],2093.456104,228.3588121,0,0.294049136,0.014046109,0,5
instance_n50_d5_5.csv,50,symmetric,center,saa,[6.4843879  5.09063411 6.2369247  4.77312945 5.51062216],81.29991791,205.6917841,0,0.080280842,0.098746523,0,5
instance_n50_d5_5.csv,50,symmetric,halfsum,saa,[4.68552075 4.88527382 5.90720898 5.63360587 5.12191114],1541.363987,268.1287091,0,0.288637729,0.018726124,0,5
instance_n50_d5_5.csv,50,symmetric,halfcentdian,saa,[4.62914676 5.66808987 5.8944484  5.51210429 5.35440234],1095.097429,229.5226481,0,0.157255524,0.014359957,0,5
instance_n50_d5_5.csv,50,mixed,median,saa,[4.46426604 5.58342505 5.82394741 5.65378611 5.33187286],2092.285069,240.8994443,0,0.294763739,0.014088125,0,5
instance_n50_d5_5.csv,50,mixed,center,saa,[6.43617153 5.01206188 6.28314989 4.79326537 5.52227723],81.11295923,237.7904835,0,0.07554478,0.093135277,0,5
instance_n50_d5_5.csv,50,mixed,halfsum,saa,[4.6636089  4.88983479 5.90516439 5.60300372 5.12940497],1541.90173,256.1177399,0,0.242590337,0.015733191,0,5
instance_n50_d5_5.csv,50,mixed,halfcentdian,saa,[4.60834153 5.66833261 5.88847519 5.50627241 5.35399964],1094.068054,234.038218,0,0.154134749,0.014088223,0,5
instance_n50_d2_1.csv,50,symmetric,median,discrete,[4.00776571 4.19944463],1112.742968,139.540303,-3.96E-10,0,0,0,2
instance_n50_d2_1.csv,50,symmetric,center,discrete,[4.28667683 4.85116477],60.86941214,108.9372232,-9.52E-05,0,0,0,2
instance_n50_d2_1.csv,50,symmetric,halfsum,discrete,[4.43071233 4.10974162],853.6124175,181.2283871,-1.06E-05,0,0,0,2
instance_n50_d2_1.csv,50,symmetric,halfcentdian,discrete,[3.92367323 4.33900826],588.3980701,185.6606019,-1.37E-09,0,0,0,2
instance_n50_d2_1.csv,50,mixed,median,discrete,[4.00744303 4.20269468],1113.773231,124.460083,-4.66E-09,0,0,0,2
instance_n50_d2_1.csv,50,mixed,center,discrete,[4.26297218 4.88489803],60.97769395,101.4741471,-3.88E-05,0,0,0,2
instance_n50_d2_1.csv,50,mixed,halfsum,discrete,[4.43062664 4.10960669],854.4918666,149.5258491,-1.63E-07,0,0,0,2
instance_n50_d2_1.csv,50,mixed,halfcentdian,discrete,[3.92152969 4.34198932],589.152176,144.8072121,-4.53E-09,0,0,0,2
instance_n50_d2_2.csv,50,symmetric,median,discrete,[4.65217789 4.11944503],993.1099744,121.6043692,-2.71E-09,0,0,0,2
instance_n50_d2_2.csv,50,symmetric,center,discrete,[4.97830215 5.21054213],58.49895869,63.43164396,-0.00012823,0,0,0,2
instance_n50_d2_2.csv,50,symmetric,halfsum,discrete,[4.45654519 4.5121735 ],771.064885,113.554966,-1.42E-06,0,0,0,2
instance_n50_d2_2.csv,50,symmetric,halfcentdian,discrete,[4.80210571 4.27551295],530.3741559,139.8817642,5.04E-10,0,0,0,2
instance_n50_d2_2.csv,50,mixed,median,discrete,[4.65015436 4.11861924],992.70783,126.2928388,-4.75E-09,0,0,0,2
instance_n50_d2_2.csv,50,mixed,center,discrete,[4.99185428 5.20609064],58.53678155,97.033041,-8.83E-06,0,0,0,2
instance_n50_d2_2.csv,50,mixed,halfsum,discrete,[4.46886609 4.50531667],770.5858765,125.136831,-3.59E-06,0,0,0,2
instance_n50_d2_2.csv,50,mixed,halfcentdian,discrete,[4.80015502 4.27412833],530.2284804,135.490499,-5.35E-10,0,0,0,2
instance_n50_d2_3.csv,50,symmetric,median,discrete,[4.20357406 4.03649054],1130.102005,199.9687099,-1.51E-09,0,0,0,2
instance_n50_d2_3.csv,50,symmetric,center,discrete,[4.76607103 5.23223502],49.66945927,97.65484405,-6.13E-06,0,0,0,2
instance_n50_d2_3.csv,50,symmetric,halfsum,discrete,[4.61949978 4.57346344],854.3977228,137.579262,-3.05E-09,0,0,0,2
instance_n50_d2_3.csv,50,symmetric,halfcentdian,discrete,[4.32826343 4.15622392],594.3328417,249.9546659,-1.11E-09,0,0,0,2
instance_n50_d2_3.csv,50,mixed,median,discrete,[4.2059702  4.03641994],1129.898444,165.9187701,-2.70E-09,0,0,0,2
instance_n50_d2_3.csv,50,mixed,center,discrete,[4.76586733 5.23263413],49.67552366,142.5597019,-0.000164891,0,0,0,2
instance_n50_d2_3.csv,50,mixed,halfsum,discrete,[4.62276355 4.57775793],853.2426845,145.9655461,-6.53E-10,0,0,0,2
instance_n50_d2_3.csv,50,mixed,halfcentdian,discrete,[4.32956754 4.15653745],594.2284358,228.811311,-2.42E-08,0,0,0,2
instance_n50_d2_4.csv,50,symmetric,median,discrete,[4.27867392 5.28849041],1077.175772,147.28842,-1.99E-09,0,0,0,2
instance_n50_d2_4.csv,50,symmetric,center,discrete,[5.27856917 4.30118555],48.24296871,84.73308992,-0.000273788,0,0,0,2
instance_n50_d2_4.csv,50,symmetric,halfsum,discrete,[4.13359461 5.76194583],803.2939023,189.5960679,-3.92E-07,0,0,0,2
instance_n50_d2_4.csv,50,symmetric,halfcentdian,discrete,[4.24556779 5.04975489],565.5646599,133.0807981,-4.72E-10,0,0,0,2
instance_n50_d2_4.csv,50,mixed,median,discrete,[4.27913557 5.29036653],1077.421796,171.0877151,-4.52E-09,0,0,0,2
instance_n50_d2_4.csv,50,mixed,center,discrete,[5.2788127  4.29895568],48.25853672,89.04037905,-3.43E-05,0,0,0,2
instance_n50_d2_4.csv,50,mixed,halfsum,discrete,[4.13473983 5.76145   ],803.269925,152.1875751,-6.99E-06,0,0,0,2
instance_n50_d2_4.csv,50,mixed,halfcentdian,discrete,[4.24621515 5.05054039],565.7535752,240.807303,1.97E-10,0,0,0,2
instance_n50_d2_5.csv,50,symmetric,median,discrete,[4.87482386 5.89295782],1254.612762,161.7472119,-1.05E-08,0,0,0,2
instance_n50_d2_5.csv,50,symmetric,center,discrete,[5.43422855 5.75147409],60.22038142,88.4920311,-8.89E-05,0,0,0,2
instance_n50_d2_5.csv,50,symmetric,halfsum,discrete,[4.62736055 5.11588843],963.1466308,189.3832209,-1.65E-06,0,0,0,2
instance_n50_d2_5.csv,50,symmetric,halfcentdian,discrete,[4.97993037 5.88970472],659.1934587,182.896127,-1.49E-05,0,0,0,2
instance_n50_d2_5.csv,50,mixed,median,discrete,[4.87634764 5.89526149],1254.595824,169.2355709,-1.02E-08,0,0,0,2
instance_n50_d2_5.csv,50,mixed,center,discrete,[5.43241289 5.76329487],60.16163542,106.746923,-4.81E-05,0,0,0,2
instance_n50_d2_5.csv,50,mixed,halfsum,discrete,[4.63880006 5.1281254 ],963.086885,141.61675,-7.17E-07,0,0,0,2
instance_n50_d2_5.csv,50,mixed,halfcentdian,discrete,[4.98555314 5.90041364],659.1357911,166.407032,-2.23E-06,0,0,0,2
instance_n50_d3_1.csv,50,symmetric,median,discrete,[4.13203942 4.20754279 5.40274054],1359.919015,280.1928151,-3.57E-09,0,0,0,3
instance_n50_d3_1.csv,50,symmetric,center,discrete,[3.73264963 4.37483086 4.89211565],61.92319252,81.35727596,-0.000203684,0,0,0,3
instance_n50_d3_1.csv,50,symmetric,halfsum,discrete,[4.51157952 3.75734728 5.64124598],1000.626583,134.676136,-4.17E-07,0,0,0,3
instance_n50_d3_1.csv,50,symmetric,halfcentdian,discrete,[4.0132531  4.20951601 5.33547944],712.6678857,298.3460751,-2.45E-06,0,0,0,3
instance_n50_d3_1.csv,50,mixed,median,discrete,[4.13406142 4.2111604  5.40277239],1360.268682,296.67958,-3.14E-09,0,0,0,3
instance_n50_d3_1.csv,50,mixed,center,discrete,[3.7202711  4.36537542 4.88019691],61.96316306,87.93394804,-0.00017065,0,0,0,3
instance_n50_d3_1.csv,50,mixed,halfsum,discrete,[4.49782552 3.75816976 5.6319301 ],1001.17956,137.971195,-6.61E-07,0,0,0,3
instance_n50_d3_1.csv,50,mixed,halfcentdian,discrete,[4.0152598  4.19629214 5.32877146],712.9286481,450.0803781,-3.13E-06,0,0,0,3
instance_n50_d3_2.csv,50,symmetric,median,discrete,[4.80143797 4.15864599 4.22177102],1259.849367,155.2987142,-5.55E-09,0,0,0,3
instance_n50_d3_2.csv,50,symmetric,center,discrete,[4.93773378 5.23385486 6.02692563],62.57421446,87.37230492,-0.000284779,0,0,0,3
instance_n50_d3_2.csv,50,symmetric,halfsum,discrete,[4.33970316 4.2359159  4.01382728],953.7320232,134.4234679,-2.85E-09,0,0,0,3
instance_n50_d3_2.csv,50,symmetric,halfcentdian,discrete,[4.71350267 4.30656519 4.37217509],669.1905331,1155.794632,1.58E-08,0,0,0,3
instance_n50_d3_2.csv,50,mixed,median,discrete,[4.80306976 4.15001132 4.24064451],1259.565789,179.7642899,-2.70E-10,0,0,0,3
instance_n50_d3_2.csv,50,mixed,center,discrete,[4.93757265 5.23355999 6.02619402],62.57928761,73.25124311,-0.000129729,0,0,0,3
instance_n50_d3_2.csv,50,mixed,halfsum,discrete,[4.34589843 4.23517924 4.03218778],954.4321752,118.9566641,-6.47E-09,0,0,0,3
instance_n50_d3_2.csv,50,mixed,halfcentdian,discrete,[4.71672867 4.2969385  4.38998468],669.0179726,526.054158,-1.17E-08,0,0,0,3
instance_n50_d3_3.csv,50,symmetric,median,discrete,[4.30611411 4.1978561  4.42049954],1420.286029,222.5734041,-1.81E-08,0,0,0,3
instance_n50_d3_3.csv,50,symmetric,center,discrete,[4.94694129 5.44293063 4.59563763],58.91452166,74.99034214,-0.000176818,0,0,0,3
instance_n50_d3_3.csv,50,symmetric,halfsum,discrete,[4.80005963 4.32571813 4.8048402 ],1037.57132,125.4172621,-2.70E-05,0,0,0,3
instance_n50_d3_3.csv,50,symmetric,halfcentdian,discrete,[4.46078722 4.26590455 4.54171918],743.3839496,167.1744199,-1.34E-08,0,0,0,3
instance_n50_d3_3.csv,50,mixed,median,discrete,[4.28280157 4.18693227 4.42629549],1420.796068,296.835207,-1.53E-09,0,0,0,3
instance_n50_d3_3.csv,50,mixed,center,discrete,[4.96092051 5.45245619 4.58201629],58.88155717,76.8643589,-0.000574845,0,0,0,3
instance_n50_d3_3.csv,50,mixed,halfsum,discrete,[4.77677569 4.30305707 4.77860857],1038.710574,157.8479569,-1.19E-05,0,0,0,3
